id,sourceUrl,originalSourceUrl,name_en,name_ru,name_tg,gender,category,subCategory,tags_en,tags_ru,tags_tg,description_en,description_ru,description_tg
item-1759824168780-36,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824168780-36.jpg,,Red and Black Ikat Atlas Silk,Атлас 'Икат' Красно-Черный,Атласи 'Икат' Сурху Сиёҳ,unisex,Материалы,,silk;atlas;ikat;red;black;traditional;pattern;textile;fabric;Central Asian,шелк;атлас;икат;красный;черный;традиционный;узор;текстиль;ткань;центральноазиатский,абрешим;атлас;икат;сурх;сиёҳ;миллӣ;нақш;маводи;матоъ;осиёи марказӣ,"A luxurious piece of traditional Atlas silk featuring a striking red and black ikat pattern, perfect for creating elegant garments or decorative items. Its vibrant colors and unique design embody Central Asian heritage.","Роскошный отрез традиционного атласного шелка с эффектным красно-черным узором икат, идеально подходящий для создания элегантной одежды или декоративных изделий. Его яркие цвета и уникальный дизайн воплощают центральноазиатское наследие.","Порчаи боҳашамати абрешими атласи анъанавӣ бо нақши икати сурху сиёҳи ҷолиб, ки барои сохтани либосҳои зебо ё ашёи ороишӣ комил аст. Рангҳои ҷолиб ва тарҳи беназири он мероси Осиёи Марказиро ифода мекунад."
item-1759824153049-35,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824153049-35.jpg,,Emerald Atlas Ikat Silk Fabric,Атлас-икат изумрудный,Матои абрешими атласи икати зумуррадӣ,unisex,Материалы,,ikat;atlas silk;traditional;geometric;green;cream;pattern;Central Asian;Tajik;Uzbek;fabric;silk,икат;атлас-шелк;традиционный;геометрический;зеленый;кремовый;узор;среднеазиатский;таджикский;узбекский;ткань;шелк,икат;атласи абрешимӣ;миллӣ;геометрӣ;сабз;қаймоқӣ;нақш;Осиёи Марказӣ;тоҷикӣ;ӯзбекӣ;матоъ;шоҳӣ,"An exquisite piece of Central Asian atlas silk, featuring a mesmerizing ikat pattern in vibrant emerald green and soft cream. This luxurious fabric embodies traditional artistry and is perfect for creating elegant garments or decorative accents.","Изысканный образец центральноазиатского атласного шелка, демонстрирующий завораживающий узор икат в ярком изумрудно-зеленом и нежном кремовом цветах. Эта роскошная ткань воплощает традиционное мастерство и идеально подходит для создания элегантной одежды или декоративных акцентов.","Порчаи зебои атласи абрешими Осиёи Марказӣ, ки нақши ҷолиби икатро бо ранги сабзи зумуррадӣ ва қаймоқи мулоим тасвир мекунад. Ин матои боҳашамат ҳунари миллиро ифода карда, барои дӯхтани либосҳои зебо ё ороишоти хонагӣ мувофиқ аст."
item-1759824137826-34,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824137826-34.jpg,,Ikat Fabric Pattern,Узор ткани Икат,Нақши матои атлас,unisex,Материалы,,ikat;traditional;Central Asian;geometric;floral;vibrant;colorful;silk;cotton;handwoven;pattern;texture;textile;gold;red;grey;white,икат;традиционный;центральноазиатский;геометрический;цветочный;яркий;красочный;шелк;хлопок;ручная работа;узор;текстура;текстиль;золотой;красный;серый;белый,атлас;икат;миллӣ;Осиёи Марказӣ;геометрӣ;гулдор;рангоранг;абрешим;пахта;дастбоф;нақш;бофта;матоъ;тиллоӣ;сурх;хокистарӣ;сафед,"A vibrant ikat fabric showcasing a rich traditional Central Asian pattern with bold gold, red, and grey motifs on a white background, perfect for adding a touch of cultural elegance to any design.","Яркая ткань икат с богатым традиционным центральноазиатским узором, представляющим собой смелые золотые, красные и серые мотивы на белом фоне, идеально подходящая для придания культурной элегантности любому дизайну.","Матои атласи рангоранг бо нақши анъанавии бойи Осиёи Марказӣ, ки бо мотивҳои тиллоӣ, сурх ва хокистарӣ дар заминаи сафед оро ёфтааст, барои илова кардани зебогии фарҳангӣ ба ҳар як тарроҳӣ мувофиқ аст."
item-1759824125682-33,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824125682-33.jpg,,Black and White Ikat Pattern,Черно-белый узор Икат,Нақши сиёҳу сафеди Икат,unisex,Материалы,,black; white; ikat; pattern; textile; fabric; traditional; geometric; abstract; monochrome; elegant,черный; белый; икат; узор; текстиль; ткань; традиционный; геометрический; абстрактный; монохромный; элегантный,сиёҳ; сафед; икат; нақш; матоъ; нассоҷӣ; анъанавӣ; геометрӣ; абстрактӣ; монохромӣ; зебо,"An exquisite black and white ikat pattern, showcasing a harmonious blend of traditional artistry and modern simplicity. Perfect for versatile textile applications.","Изысканный черно-белый узор икат, демонстрирующий гармоничное сочетание традиционного искусства и современной простоты. Идеально подходит для универсального применения в текстиле.","Нақши икати сиёҳу сафеди зебо, ки омезиши мувофиқи ҳунари анъанавӣ ва соддагии муосирро нишон медиҳад. Комил барои истифодаи гуногунҷабҳаи нассоҷӣ."
item-1759824112772-32,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824112772-32.jpg,,Green and Black Ikat Pattern Fabric,Ткань с зеленым и черным узором икат,Матоъ бо нақши икати сабзу сиёҳ,unisex,Материалы,,ikat; pattern; green; black; traditional; Central Asian; silk blend; fabric; adras; vibrant; ethnic,икат; узор; зеленый; черный; традиционный; центральноазиатский; шелковая смесь; ткань; адрас; яркий; этнический,икат; нақш; сабз; сиёҳ; миллӣ; Осиёи Марказӣ; абрешим; матоъ; адрас; ҷолиб; этникӣ,"This vibrant fabric features a striking green and black ikat pattern, showcasing traditional Central Asian artistry. Its bold design and rich colors make it perfect for unique apparel or distinctive home decor.","Эта яркая ткань демонстрирует эффектный зеленый и черный узор икат, воплощая традиционное центральноазиатское искусство. Ее смелый дизайн и насыщенные цвета идеально подходят для создания уникальной одежды или выразительного домашнего декора.",Ин матои рангоранг нақши ҷолиби икати сабзу сиёҳро бо ҳунари анъанавии Осиёи Марказӣ намоиш медиҳад. Тарҳи далерона ва рангҳои бойи он барои либосҳои беназир ё ороиши хонаи фарқкунанда комил аст.
item-1759824099338-31,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824099338-31.jpg,,Black and Gold Ikat Adras Fabric,Ткань Адрас (Икат) черно-золотого цвета,Матои адрас (икат) бо нақши сиёҳу тиллоӣ,unisex,Материалы,,ikat; adras; fabric; silk; traditional; Uzbek; Tajik; Central Asian; black; gold; beige; pattern; textile; ornate,икат; адрас; ткань; шелк; традиционный; узбекский; таджикский; центральноазиатский; черный; золотой; бежевый; узор; текстиль; орнамент,икат; адрас; матоъ; абрешим; миллӣ; ӯзбекӣ; тоҷикӣ; осиёи марказӣ; сиёҳ; тиллоӣ; ранги хокистарӣ; нақш; бофта; ороишӣ,"Elegant Central Asian Ikat Adras fabric featuring a striking traditional pattern in black and rich beige/gold, perfect for luxurious garments and decor.","Элегантная центральноазиатская ткань икат (адрас) с эффектным традиционным узором в черно-золотой гамме, идеально подходящая для роскошных нарядов и декора.","Матои шевои адрас (икат)-и Осиёи Марказӣ бо нақши анъанавии зебо дар рангҳои сиёҳу тиллоӣ, ки барои либосҳо ва ороишоти боҳашамат мувофиқ аст."
item-1759824085736-30,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824085736-30.jpg,,Adorned Ruby Ikat,Украшенный рубиновый икат,Икати рубинии ороёфта,unisex,Материалы,,red; white; ikat; traditional; pattern; textile; fabric; vibrant; geometric; abstract; ornate,красный; белый; икат; традиционный; узор; текстиль; ткань; яркий; геометрический; абстрактный; орнамент,сурх; сафед; икат; анъанавӣ; нақш; матоъ; бофта; равшан; геометрӣ; абстрактӣ; зебо,"A striking ruby red and pristine white ikat pattern, exuding traditional elegance with its dynamic, fluid motifs. Perfect for accentuating any textile project.","Яркий икат-узор рубиново-красного и белоснежного цветов, излучающий традиционную элегантность своими динамичными, плавными мотивами. Идеально подходит для любого текстильного проекта.","Нақши икати сурхи ёқутӣ ва сафеди пок, ки бо нақшҳои динамикӣ ва равони худ зебогии анъанавиро ифода мекунад. Барои ороиши ҳар як лоиҳаи матоъӣ мувофиқ аст."
item-1759824069879-29,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824069879-29.jpg,,Red White Ikat Pattern,Красно-белый узор икат,Нақши икати сурху сафед,unisex,Материалы,,ikat;traditional;Central Asian;geometric;red;white;fabric;pattern;textile;vibrant;Uzbek;Tajik;adras,икат;традиционный;среднеазиатский;геометрический;красный;белый;ткань;узор;текстиль;яркий;узбекский;таджикский;адрас,икат;анъанавӣ;Осиёи Марказӣ;геометрӣ;сурх;сафед;матоъ;нақш;нассоҷӣ;равшан;ӯзбекӣ;тоҷикӣ;адрес,"A vibrant and dynamic ikat fabric featuring a striking red and white geometric pattern, characteristic of traditional Central Asian textiles. Its bold design adds elegance and cultural richness.","Яркая и динамичная ткань икат с эффектным красно-белым геометрическим узором, характерным для традиционного текстиля Центральной Азии. Его смелый дизайн придает элегантность и культурное богатство.","Матои икати равшан ва динамикӣ бо нақши геометрии барҷастаи сурху сафед, ки хоси нассоҷии анъанавии Осиёи Марказӣ мебошад. Тарҳи ҷасуронаи он зебоӣ ва ғановати фарҳангӣ мебахшад."
item-1759824052559-28,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824052559-28.jpg,,Ikat Fabric with Orange and Grey-Green Geometric Pattern,Ткань икат с оранжево-зеленым геометрическим узором,Матои икат бо нақши геометрии норанҷӣ ва сабзи хокистарӣ,unisex,Материалы,,ikat; traditional; geometric; striped; orange; grey-green; black; ethnic; textile; fabric; pattern; Central Asian; folk,икат; традиционный; геометрический; полосатый; оранжевый; серо-зеленый; черный; этнический; текстиль; ткань; узор; Средняя Азия; народный,икат; миллӣ; геометрӣ; рахдор; норанҷӣ; сабзи хокистарӣ; сиёҳ; этникӣ; нассоҷӣ; матоъ; нақш; Осиёи Марказӣ; халқӣ,"A distinctive ikat fabric showcasing a bold geometric pattern in contrasting orange and muted grey-green tones. This traditional textile features stylized motifs resembling tassels or fringed elements, perfect for creating unique garments or adding an ethnic touch to home decor.","Выразительная ткань икат с ярким геометрическим узором в контрастных оранжевых и приглушенных серо-зеленых тонах. Этот традиционный текстиль демонстрирует стилизованные мотивы, напоминающие кисточки или бахрому, идеально подходящие для создания уникальной одежды или придания этнического акцента домашнему декору.","Матои икати фарқкунанда бо нақши пурқуввати геометрӣ дар рангҳои норанҷии муқобил ва сабзи хокистарӣ. Ин нассоҷии анъанавӣ нақшҳои стилизатсияшударо, ки ба тасмачаҳо ё элементҳои бахром монанданд, нишон медиҳад, ки барои эҷоди либосҳои беназир ё илова кардани ламси этникӣ ба ороиши хона комил аст."
item-1759824032488-27,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824032488-27.jpg,,Golden Adras with Fork Motif,Золотой адрас с узором «вилка»,Адраси тиллоӣ бо нақши «чангак»,unisex,Материалы,,adras; ikat; traditional; Uzbek fabric; Tajik fabric; Central Asian; gold; yellow; white; pattern; textile; silk; festive; ceremonial,адрaс; икат; традиционный; узбекская ткань; таджикская ткань; среднеазиатский; золото; желтый; белый; узор; текстиль; шелк; праздничный; церемониальный,адрас; икат; анъанавӣ; матои ӯзбекӣ; матои тоҷикӣ; Осиёи Марказӣ; тиллоӣ; зард; сафед; нақш; нассоҷӣ; абрешим; идона; маросимӣ,"A vibrant golden Adras fabric featuring a distinctive traditional ikat fork motif. This luxurious material is perfect for creating elegant national attire or stunning decorative pieces, embodying the rich cultural heritage of Central Asia.","Яркий золотой адрас с характерным традиционным икат-узором «вилка». Этот роскошный материал идеально подходит для создания элегантной национальной одежды или великолепных декоративных изделий, воплощая богатое культурное наследие Центральной Азии.","Матои адраси тиллоии дурахшон бо нақши икатии анъанавии «чангак». Ин маводи боҳашамат барои дӯхтани либосҳои зебои миллӣ ё ороишҳои аҷиб, ки мероси ғании фарҳангии Осиёи Марказиро ифода мекунад, мувофиқ аст."
item-1759824014081-26,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824014081-26.jpg,,Ikat Textile with Red Medallions,Текстиль Икат с красными медальонами,Нақши Икат бо медалҳои сурх,unisex,Национальная одежда,,ikat; traditional; central asian; black; white; red; geometric; medallion; pattern; silk; fabric; ethnic; textile,икат; традиционный; центральноазиатский; черный; белый; красный; геометрический; медальон; узор; шелк; ткань; этнический; текстиль,икат; анъанавӣ; осиёи марказӣ; сиёҳ; сафед; сурх; геометрӣ; медальон; нақш; абрешим; матоъ; миллӣ; нассоҷӣ,An elegant traditional Ikat textile featuring a striking black and white pattern accented with vibrant red medallions and intricate swirling motifs. Perfect for statement garments or cultural decor.,"Элегантный традиционный текстиль Икат с ярким черно-белым узором, акцентированным сочными красными медальонами и сложными витиеватыми мотивами. Идеально подходит для выразительных нарядов или культурного декора.","Матои икати анъанавии зебо бо нақши барҷастаи сиёҳу сафед, ки бо медалҳои сурхи ҷилодор ва нақшҳои печида оро ёфтааст. Барои либосҳои намоён ё ороиши фарҳангӣ комил аст."
item-1759823998087-25,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759823998087-25.jpg,,Traditional Ikat Pattern Fabric,Ткань с традиционным узором икат,Матоъ бо нақши анъанавии икат,unisex,Материалы,,ikat; traditional; Central Asian; vibrant; geometric; pattern; silk blend; fabric; black; red; pink; green; yellow,икат; традиционный; среднеазиатский; яркий; геометрический; узор; шелковая смесь; ткань; черный; красный; розовый; зеленый; желтый,икат; анъанавӣ; Осиёи Марказӣ; рангоранг; геометрӣ; нақш; матои абрешимӣ; матоъ; сиёҳ; сурх; гулобӣ; сабз; зард,A striking fabric featuring a traditional Central Asian ikat pattern with vibrant geometric and curvilinear motifs on a deep black background. Its rich colors and intricate design make it perfect for unique apparel and home decor.,"Яркая ткань с традиционным среднеазиатским узором икат, представляющим собой динамичные геометрические и криволинейные мотивы на глубоком черном фоне. Его насыщенные цвета и сложный дизайн идеально подходят для создания уникальной одежды и домашнего декора.","Матоъи дилрабо бо нақши анъанавии икати Осиёи Марказӣ, ки нақшҳои геометрӣ ва каҷхаттаи рангорангро дар заминаи сиёҳи тира нишон медиҳад. Рангҳои бой ва тарҳи мураккаби он барои либосҳои беназир ва ороиши хона комил аст."
item-1759823982015-24,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759823982015-24.jpg,,Adras Ikat Fabric,Ткань Адрас Икат,Матои Адрас Икат,unisex,Материалы,,ikat; adras; traditional; silk blend; vibrant; geometric; Central Asian; textile; fabric; colorful; ethnic pattern,икат; адрас; традиционный; шелковая смесь; яркий; геометрический; центральноазиатский; текстиль; ткань; красочный; этнический узор,икат; адрас; миллӣ; матои абрешимӣ; рангоранг; геометрӣ; осиёи марказӣ; нассоҷӣ; матоъ; нақши этникӣ,"A stunning piece of traditional Central Asian Adras ikat fabric, featuring a rich palette of maroon, beige, black, bright yellow-green, and blue. Its vibrant, abstract geometric patterns create a captivating visual narrative, perfect for unique apparel or home decor.","Потрясающий образец традиционной центральноазиатской икат-ткани Адрас, с богатой палитрой бордового, бежевого, черного, ярко-желто-зеленого и синего цветов. Его яркие, абстрактные геометрические узоры создают захватывающий визуальный рассказ, идеально подходящий для уникальной одежды или домашнего декора.","Намунаи зебои матои икати анъанавии адраси Осиёи Марказӣ, ки бо палитраи бойи марунӣ, беж, сиёҳ, сабз-зард ва кабуд тасвир шудааст. Нақшҳои геометрии абстрактӣ ва рангоранги он як ҳикояи визуалии ҷолибро ба вуҷуд меоранд, ки барои либосҳои беназир ё ороиши хона комил аст."
item-1759823969105-23,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759823969105-23.jpg,,"Adras ""Rose Gold"" Ikat Pattern Fabric","Ткань Адрас ""Розовое Золото"" с узором Икат","Матои адраси ""Гулобии тиллоӣ"" бо нақши икат",unisex,Материалы,,adras; ikat; silk blend; traditional; pink; gold; rose gold; ethnic; central Asian; pattern; fabric; textile,адрас; икат; смесовый шелк; традиционный; розовый; золотой; розовое золото; этнический; центральноазиатский; узор; ткань; текстиль,адрас; икат; омехтаи абрешим; миллӣ; гулобӣ; тиллоӣ; тиллои гулобӣ; этникӣ; Осиёи Марказӣ; нақш; матоъ; нассоҷӣ,Elegant Adras fabric featuring a stunning rose gold and dark brown ikat pattern on a soft pink background. This traditional Central Asian textile is perfect for creating unique garments or luxurious home decor items.,Элегантная ткань адрас с потрясающим узором икат цвета розового золота и темно-коричневого на нежно-розовом фоне. Этот традиционный центральноазиатский текстиль идеально подходит для создания уникальных нарядов или роскошных предметов домашнего декора.,Матои зебои адрас бо нақши икати барҷастаи гулобии тиллоӣ ва қаҳваранги сиёҳ дар заминаи гулобии мулоим. Ин нассоҷии анъанавии Осиёи Марказӣ барои сохтани либосҳои беназир ё ашёи ороишии боҳашамати хона комил аст.
item-1759823955225-22,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759823955225-22.jpg,,Golden Ikat Fabric,Золотистый Икат,Матои атласи тиллоӣ,unisex,Материалы,,ikat; pattern; traditional; geometric; floral; gold; yellow; white; silk; fabric; textile,икат; узор; традиционный; геометрический; цветочный; золотистый; желтый; белый; шелк; ткань; текстиль,атлас; нақш; анъанавӣ; геометрӣ; гулдор; тиллоӣ; зард; сафед; абрешим; матоъ; нассоҷӣ,"A luxurious fabric featuring a vibrant golden ikat pattern on a pristine white background, perfect for traditional and contemporary designs.","Роскошная ткань с ярким золотистым узором икат на белоснежном фоне, идеально подходящая для традиционных и современных дизайнов.","Матои боҳашамат бо нақши атласи тиллоии дурахшон дар заминаи сафеди соф, ки барои тарҳҳои анъанавӣ ва муосир мувофиқ аст."
item-1759823939822-21,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759823939822-21.jpg,,Modern Ikat Pattern Fabric,Ткань с современным узором икат,Матоъи нақши икати муосир,unisex,Материалы,,ikat;abstract;geometric;black;beige;modern;pattern;textile;fabric;traditional motif,икат;абстрактный;геометрический;черный;бежевый;современный;узор;текстиль;ткань;традиционный мотив,икат;абстрактӣ;геометрӣ;сиёҳ;беж;муосир;нақш;нассоҷӣ;матоъ;нақши анъанавӣ,"An elegant fabric featuring a sophisticated black and beige ikat-inspired geometric pattern, blending traditional motifs with a modern aesthetic. Ideal for contemporary apparel or interior design.","Элегантная ткань с изысканным черно-бежевым геометрическим узором в стиле икат, сочетающим традиционные мотивы с современной эстетикой. Идеально подходит для современной одежды или дизайна интерьера.","Матоъи зебое, ки дорои нақши геометрии мураккаби сиёҳу бежӣ дар услуби икат буда, анъанавиро бо эстетикаи муосир омехта мекунад. Барои либосҳои муосир ё тарроҳии дохилӣ мувофиқ аст."
item-1759823916886-20,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759823916886-20.jpg,,Patterned Atlas Silk,Узорчатый атлас,Атласи нақшдор,unisex,Материалы,,silk; red; white; ikat; traditional; pattern; textile; Central Asian; Uzbek; Tajik; ornate; vibrant,шелк; красный; белый; икат; традиционный; узор; текстиль; Центральная Азия; узбекский; таджикский; орнамент; яркий,абрешим; сурх; сафед; икат; миллӣ; нақш; матоъ; Осиёи Марказӣ; ӯзбекӣ; тоҷикӣ; зебо; ҷолиб,"A vibrant Atlas silk fabric featuring a striking red and white ikat pattern, showcasing the rich traditional artistry of Central Asia.","Яркая ткань атлас с выразительным красно-белым узором икат, демонстрирующая богатое традиционное искусство Центральной Азии.","Матои абрешими атлас бо нақши икати сурху сафеди ҷолиб, ки ҳунари ғании миллии Осиёи Марказиро ба намоиш мегузорад."
item-1759823900711-19,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759823900711-19.jpg,,Ikat Atlas Pattern Fabric,Ткань с узором Икат Атлас,Матои нақши Икат Атлас,unisex,Материалы,,ikat; atlas; traditional; geometric; floral; maroon; fuchsia; cream; textile; fabric; pattern; Central Asian,икат; атлас; традиционный; геометрический; цветочный; бордовый; фуксиевый; кремовый; текстиль; ткань; узор; центральноазиатский,икат; атлас; миллӣ; геометрӣ; гулдор; сурхи бахмалин; фуксия; қаймоқ; нассоҷӣ; матоъ; нақш; Осиёи Марказӣ,"A vibrant Ikat Atlas fabric featuring rich maroon and fuchsia patterns on a soft cream background, reflecting traditional Central Asian artistry and perfect for distinctive apparel or decor.","Яркая ткань Икат Атлас с насыщенными бордовыми и фуксиевыми узорами на нежном кремовом фоне, отражающая традиционное центральноазиатское искусство и идеально подходящая для создания уникальной одежды или декора.","Матои ҷилодори Икат Атлас бо нақшҳои ғании сурхи бахмалин ва фуксия дар заминаи қаймоқи нарм, ки ҳунари суннатии Осиёи Марказиро инъикос мекунад ва барои либос ё ороиши хос мувофиқ аст."
item-1759823885995-18,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759823885995-18.jpg,,Adras Ikat Fabric with Red Pattern,Ткань Адрас Икат с красным узором,Матои адраси икат бо нақши сурх,unisex,Материалы,,Ikat; Adras; traditional; Central Asian; red; cream; pattern; fabric; textile; folk; handmade,Икат; Адрас; традиционный; среднеазиатский; красный; кремовый; узор; ткань; текстиль; народный; ручная работа,Икат; Адрас; анъанавӣ; Осиёи Марказӣ; сурх; қаймоқӣ; нақш; матоъ; нассоҷӣ; халқӣ; дастӣ,"Vibrant Adras Ikat fabric featuring a striking traditional red pattern on a creamy background, embodying the rich heritage of Central Asian textiles. Perfect for unique garments and decor.","Яркая ткань Адрас Икат с выразительным традиционным красным узором на кремовом фоне, воплощающая богатое наследие центральноазиатского текстиля. Идеально подходит для создания уникальной одежды и декора.","Матои адраси икат бо нақши анъанавии сурх дар заминаи қаймоқӣ, ки мероси ғании нассоҷии Осиёи Марказиро таҷассум мекунад. Муносиб барои либосҳо ва ороишоти нодир."
item-1759823873096-17,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759823873096-17.jpg,,Ikat Pattern Fabric,Ткань с узором икат,Матоъи нақши икат,unisex,Материалы,,ikat; pattern; fabric; textile; traditional; black; off-white; brown; geometric; central asian; uzbek; tajik,икат; узор; ткань; текстиль; традиционный; черный; бежевый; коричневый; геометрический; центральноазиатский; узбекский; таджикский,икат; нақш; матоъ; нассоҷӣ; анъанавӣ; сиёҳ; сафеди баланд; қаҳваранг; геометрӣ; осиёимарказӣ; ӯзбекӣ; тоҷикӣ,"An elegant fabric showcasing a traditional ikat pattern in sophisticated shades of black, dark brown, and off-white. Its intricate, blurred motifs are characteristic of Central Asian textile artistry, offering a timeless appeal.","Элегантная ткань, демонстрирующая традиционный узор икат в изысканных оттенках черного, темно-коричневого и бежевого. Ее замысловатые, размытые мотивы характерны для центральноазиатского текстильного искусства, предлагая вневременную привлекательность.","Матоъи зебо, ки нақши анъанавии икатро бо рангҳои мураккаби сиёҳ, қаҳваранги тира ва сафеди баланд нишон медиҳад. Мотивҳои печида ва норавшани он хусусияти ҳунари нассоҷии Осиёи Марказӣ буда, ҷолибияти абадӣ доранд."
item-1759823855487-16,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759823855487-16.jpg,,Ikat Pattern Fabric,Ткань с узором Икат,Матои нақши Икат,unisex,Материалы,,ikat; pattern; fabric; textile; traditional; geometric; abstract; Uzbek; Tajik; Central Asian; black; grey; gold; white,икат; узор; ткань; текстиль; традиционный; геометрический; абстрактный; узбекский; таджикский; среднеазиатский; черный; серый; золотой; белый,икат; нақш; матоъ; нассоҷӣ; анъанавӣ; геометрӣ; абстрактӣ; ӯзбекӣ; тоҷикӣ; осиёимарказӣ; сиёҳ; хокистарӣ; тиллоӣ; сафед,"A striking Ikat pattern fabric featuring bold black and grey motifs intertwined with golden accents on a clean white background. This traditional Central Asian textile is perfect for creating unique garments or home decor, embodying a rich cultural heritage.","Яркая ткань с узором Икат, демонстрирующая смелые черно-серые мотивы, переплетающиеся с золотистыми акцентами на чистом белом фоне. Этот традиционный среднеазиатский текстиль идеально подходит для создания уникальной одежды или домашнего декора, воплощая богатое культурное наследие.","Матои нақши Икати ҷолиб, ки нақшҳои сиёҳу хокистарии ҷасурро бо аксентҳои тиллоӣ дар заминаи сафеди тоза нишон медиҳад. Ин нассоҷии анъанавии Осиёи Марказӣ барои сохтани либосҳои беназир ё ороиши хона комил буда, мероси фарҳангии ғанӣ дорад."
item-1759823837472-15,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759823837472-15.jpg,,Vibrant Ikat Geometric Pattern,Яркий Геометрический Узор Икат,Нақши Геометрии Икати Зинда,unisex,Материалы,,ikat; pattern; geometric; abstract; teal; olive green; white; fabric; textile; modern; vibrant,икат; узор; геометрический; абстрактный; бирюзовый; оливковый; белый; ткань; текстиль; современный; яркий,икат; нақш; геометрӣ; абстрактӣ; кабуди обӣ; сабзи зайтунӣ; сафед; матоъ; нассоҷӣ; муосир; равшан,"A captivating fabric pattern featuring a modern take on ikat, with fluid geometric shapes in teal and olive green set against a crisp white background. Ideal for adding a touch of vibrant sophistication.","Завораживающий тканевый узор, представляющий собой современную интерпретацию иката, с плавными геометрическими формами бирюзового и оливково-зеленого цветов на белоснежном фоне. Идеально подходит для придания яркой изысканности.","Нақши ҷолиби матоъ, ки тарҳи муосири икатро бо шаклҳои геометрии равон дар рангҳои кабуди обӣ ва сабзи зайтунӣ дар заминаи сафеди барфӣ пешниҳод мекунад. Барои илова кардани таровати ҷолиб мувофиқ аст."
item-1759823817192-14,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759823817192-14.jpg,,Scarlet Ikat Pattern,Алый Икат Узор,Нақши Икати Сурх,unisex,Материалы,,ikat; red; white; traditional; ornamental; fabric; pattern; Central Asian; textile; vibrant,икат; красный; белый; традиционный; орнамент; ткань; узор; центральноазиатский; текстиль; яркий,икат; сурх; сафед; миллӣ; нақш; матоъ; нақшу нигор; Осиёи Марказӣ; бофта; равшан,"A striking fabric featuring a vibrant scarlet ikat pattern on a pristine white background, showcasing traditional Central Asian ornamental design. Perfect for creating elegant garments or decorative accents.","Эффектная ткань с ярким алым икат-узором на белоснежном фоне, демонстрирующая традиционный орнаментальный дизайн Центральной Азии. Идеально подходит для пошива элегантной одежды или создания декоративных акцентов.","Матои аҷибе, ки нақши икати сурхи дурахшонро дар заминаи сафеди беолоиш намоиш медиҳад, ки тарҳи ороишии анъанавии Осиёи Марказиро таҷассум мекунад. Барои дӯхтани либосҳои зебо ё ороишоти хонагӣ мувофиқ аст."
item-1759823795026-13,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759823795026-13.jpg,,Turquoise and Black Ikat Fabric,Ткань Икат бирюзовая с черным,Матои Икат кабуди фирӯзӣ бо сиёҳ,unisex,Материалы,,ikat; fabric; pattern; traditional; turquoise; black; geometric; Central Asian; textile; artisanal,икат; ткань; узор; традиционный; бирюзовый; черный; геометрический; центральноазиатский; текстиль; ручная работа,икат; матоъ; нақш; анъанавӣ; фирӯзӣ; сиёҳ; геометрӣ; Осиёи Марказӣ; нассоҷӣ; ҳунармандӣ,"A vibrant Ikat fabric featuring a striking traditional geometric pattern in refreshing turquoise and deep black. This textile embodies Central Asian artistry, perfect for unique fashion or interior designs.","Яркая ткань икат с выразительным традиционным геометрическим узором в освежающем бирюзовом и глубоком черном цветах. Этот текстиль воплощает искусство Центральной Азии, идеально подходящий для создания уникальной моды или элементов интерьера.","Матои икати рангоранг бо нақши ҷолиби анъанавии геометрӣ дар ранги кабуди фирӯзӣ ва сиёҳи чуқур. Ин нассоҷӣ санъати Осиёи Марказиро таҷассум мекунад, ки барои тарҳҳои беназири мӯд ё ороиши дохилӣ мувофиқ аст."
